method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Richness-Angular,comm_limited,12,12000,,,,1,0.0,0.252317,2320.0,75.578947,,original,5.0,0.05,3,,810,803,,0.810521,0.0,0.846687,2200,0.990211,38.547732,,0.02021,0.392099,0.006,0.0,0.0,,125.196371
Richness-Angular,comm_limited,14,14000,,,,1,0.0,0.326356,3031.0,68.094737,,original,5.0,0.05,3,,359,359,,0.80625,0.0,0.903357,600,0.995263,37.581701,,0.0195,0.384529,0.000737,0.0,0.0,,111.727216
Richness-Angular,comm_limited,15,15000,,,,1,0.0,0.295533,2735.0,71.210526,,original,5.0,0.05,3,,467,459,,0.817292,0.0,0.891092,625,0.982,40.265957,,0.026921,0.384105,0.012211,0.0,0.0,,108.256117
Richness-Angular,comm_limited,16,16000,,,,1,0.0,0.337811,3141.0,66.936842,,original,5.0,0.05,3,,307,307,,0.787708,0.0,0.827215,1350,0.998737,36.01422,,0.019393,0.369522,0.000105,0.0,0.0,,105.591183
Richness-Angular,comm_limited,17,17000,,,,1,0.0,0.279704,2583.0,72.810526,,original,5.0,0.05,3,,551,549,,0.824688,0.0,0.894649,725,0.994842,38.832283,,0.021207,0.376185,0.001053,0.0,0.0,,109.738151
Richness-Angular,comm_limited,18,18000,,,,1,0.0,0.219515,2005.0,78.894737,,original,5.0,0.05,3,,437,437,,0.782604,0.0,0.847413,1200,0.999895,42.256227,,0.013132,0.365332,0.0,0.0,0.0,,107.614046
Richness-Angular,comm_limited,19,19000,,,,1,0.0,0.290222,2684.0,71.747368,,original,5.0,0.05,3,,618,539,,0.829167,0.0,0.837509,1875,0.979474,40.780143,,0.020414,0.376648,0.016632,0.0,0.0,,115.30774
Richness-Angular,comm_limited,20,20000,,,,1,0.0,0.315214,2924.0,69.221053,,original,5.0,0.05,3,,334,334,,0.781771,0.0,0.886353,800,0.995053,38.42188,,0.019832,0.362013,0.000105,0.0,0.0,,107.338906
Richness-Angular,comm_limited,21,21000,,,,1,0.0,0.27356,2524.0,73.431579,,original,5.0,0.05,3,,307,307,,0.739792,0.0,0.893259,750,0.996,38.879696,,0.02077,0.35783,0.001789,0.0,0.0,,110.426777
Richness-Angular,comm_limited,22,22000,,,,1,0.0,0.291784,2699.0,71.589474,,original,5.0,0.05,3,,642,555,,0.778438,0.0,0.896031,825,0.999579,38.493405,,0.015376,0.374513,0.0,0.0,0.0,,116.657502
Richness-Angular,comm_limited,23,23000,,,,1,0.0,0.310632,2880.0,69.684211,,original,5.0,0.05,3,,836,602,,0.768333,0.0,0.903677,550,0.998211,39.121311,,0.016245,0.377965,0.000842,0.0,0.0,,132.737601
Richness-Angular,comm_limited,24,24000,,,,1,0.0,0.319692,2967.0,68.768421,,original,5.0,0.05,3,,253,246,,0.798958,0.0,0.86837,825,0.984526,39.440168,,0.020478,0.373286,0.012737,0.0,0.0,,109.249657
Richness-Angular,comm_limited,25,25000,,,,1,0.0,0.312715,2900.0,69.473684,,original,5.0,0.05,3,,396,279,,0.820521,0.0,0.863231,1175,0.989474,38.281521,,0.025093,0.371547,0.004421,0.0,0.0,,114.684612
Richness-Angular,comm_limited,26,26000,,,,1,0.0,0.220764,2017.0,78.768421,,original,5.0,0.05,3,,742,719,,0.789271,0.0,0.891732,650,0.999053,41.861493,,0.014734,0.383267,0.0,0.0,0.0,,116.616557
Richness-Angular,comm_limited,27,27000,,,,1,0.0,0.418411,2173.879794,58.789474,,original,5.0,0.05,3,,402,402,,0.748854,0.0,0.88663,700,0.992316,34.742135,,0.020771,0.34924,0.0,0.0,0.0,,109.476136
Richness-Angular,comm_limited,28,28000,,,,1,0.0,0.180777,1633.0,82.810526,,original,5.0,0.05,3,,545,520,,0.747708,0.0,0.878457,725,0.992737,41.076615,,0.016252,0.359653,0.004632,0.0,0.0,,113.5323
Richness-Angular,comm_limited,29,29000,,,,1,0.0,0.273977,2528.0,73.389474,,original,5.0,0.05,3,,368,368,,0.758125,0.0,0.912172,525,0.996211,40.903633,,0.01797,0.375677,0.001895,0.0,0.0,,109.861097
Richness-Angular,comm_limited,30,30000,,,,1,0.0,0.379985,2814.041357,62.673684,,original,5.0,0.05,3,,259,259,,0.786563,0.0,0.889718,575,0.989368,38.319975,,0.021962,0.355723,0.008526,0.0,0.0,,105.03121
Richness-Angular,comm_limited,31,31000,,,,1,0.0,0.245757,2257.0,76.242105,,original,5.0,0.05,3,,547,547,,0.809063,0.0,0.846739,1075,0.991263,41.564484,,0.018675,0.385353,0.005158,0.0,0.0,,116.636349
Richness-Angular,comm_limited,32,32000,,,,1,0.0,0.39092,2389.358818,61.568421,,original,5.0,0.05,3,,314,314,,0.811562,0.0,0.79428,2125,0.967579,36.249388,,0.032952,0.386901,0.022632,0.0,0.0,,110.896488
Richness-Angular,comm_limited,34,34000,,,,1,0.0,0.157138,1406.0,85.2,,original,5.0,0.05,3,,395,304,,0.803438,0.0,0.82711,1350,0.999789,44.027689,,0.013665,0.360305,0.0,0.0,0.0,,109.999882
Richness-Angular,comm_limited,33,33000,,,,1,0.0,0.262939,2422.0,74.505263,,original,5.0,0.05,3,,951,772,,0.827708,0.0,0.864683,1100,0.996211,39.218064,,0.020687,0.391944,0.001053,0.0,0.0,,134.991489
Richness-Angular,comm_limited,35,35000,,,,1,0.0,0.232636,2131.0,77.568421,,original,5.0,0.05,3,,226,226,,0.769271,0.0,0.878363,725,0.999789,42.57027,,0.014989,0.352631,0.0,0.0,0.0,,107.506066
Richness-Angular,comm_limited,36,36000,,,,1,0.0,0.353327,2533.626095,65.368421,,original,5.0,0.05,3,,88,88,,0.716458,0.0,0.901181,750,0.999895,38.049985,,0.014965,0.317528,0.0,0.0,0.0,,101.825547
Richness-Angular,comm_limited,37,37000,,,,1,0.0,0.394252,2482.163072,61.231579,,original,5.0,0.05,3,,652,636,,0.827708,0.0,0.788611,,0.894421,36.267438,,0.030059,0.397229,0.100632,0.0,0.0,,108.598272
Richness-Angular,comm_limited,38,38000,,,,1,0.0,0.312923,2902.0,69.452632,,original,5.0,0.05,3,,742,730,,0.793021,0.0,0.800762,1350,0.996842,36.378265,,0.022993,0.384695,0.000105,0.0,0.0,,100.367917
Richness-Angular,comm_limited,39,39000,,,,1,0.0,0.282308,2608.0,72.547368,,original,5.0,0.05,3,,801,781,,0.8125,0.0,0.873892,725,0.993895,38.955002,,0.017716,0.39788,0.0,0.0,0.0,,94.175205
