method,info_model,run,env_seed,steps_90,steps_95,steps_99,censored,success_90,overlap,final_U,final_coverage,alpha_mean,chao_version,fov_radius,obstacle_ratio,num_agents,comm_range,fusion_events,rendezvous_steps,alpha_sat_frac,fallback_frac,random_walk_frac,quality_auc,time_to_quality,quality_final,coverage_auc,steps_dual,mean_bound_final,cluster_cap_hit_frac,undetermined_final,deploy_frac,orbit_frac,hybrid_ra_frac,wall_time_s
Hybrid,comm_limited,19,19000,,,,1,0.0,0.346762,2708.757966,66.052632,,original,5.0,0.05,6,,1296,950,,0.825729,0.0,0.83189,675,0.944211,38.497556,,0.023744,0.411271,0.046947,0.0,0.0,0.0,40.631074
Hybrid,comm_limited,21,21000,,,,1,0.0,0.384447,3268.236236,62.242105,,original,5.0,0.05,6,,829,598,,0.691667,0.0,0.861666,450,0.974947,34.217523,,0.017927,0.334662,0.019263,0.0,0.0,0.0,37.950445
Hybrid,comm_limited,20,20000,,,,1,0.0,0.336769,3129.0,67.063158,,original,5.0,0.05,6,,778,583,,0.728125,0.0,0.82891,1125,0.995263,36.478984,,0.015517,0.363135,0.001053,0.0,0.0,0.0,38.163596
Hybrid,comm_limited,22,22000,,,,1,0.0,0.394025,3447.234479,61.273684,,original,5.0,0.05,6,,1429,860,,0.703958,0.0,0.858451,475,0.993789,31.789898,,0.021341,0.332023,0.002316,0.0,0.0,0.0,43.623466
Hybrid,comm_limited,23,23000,,,,1,0.0,0.364564,3193.430657,64.252632,,original,5.0,0.05,6,,1391,904,,0.733437,0.0,0.88095,350,0.988526,32.650276,,0.02095,0.334874,0.005895,0.0,0.0,0.0,41.757669
Hybrid,comm_limited,25,25000,,,,1,0.0,0.320008,2968.0,68.757895,,original,5.0,0.05,6,,1292,716,,0.681354,0.0,0.870498,450,0.992421,33.789724,,0.017073,0.336654,0.002526,0.0,0.0,0.0,43.57308
Hybrid,comm_limited,24,24000,,,,1,0.0,0.359359,3346.0,64.778947,,original,5.0,0.05,6,,1842,946,,0.699792,0.0,0.855322,450,0.997053,33.32777,,0.018855,0.315809,0.000947,0.0,0.0,0.0,46.339918
Hybrid,comm_limited,27,27000,,,,1,0.0,0.353945,3294.0,65.326316,,original,5.0,0.05,6,,493,473,,0.616354,0.0,0.863174,600,0.997053,31.519842,,0.013924,0.316401,0.001053,0.0,0.0,0.0,35.73386
Hybrid,comm_limited,26,26000,,,,1,0.0,0.27691,2554.0,73.115789,,original,5.0,0.05,6,,2761,1111,,0.793646,0.0,0.849967,625,0.995368,36.548895,,0.01782,0.367155,0.000737,0.0,0.0,0.0,53.076286
Hybrid,comm_limited,29,29000,,,,1,0.0,0.312617,2897.0,69.505263,,original,5.0,0.05,6,,632,575,,0.759479,0.0,0.90948,325,0.996632,39.016977,,0.014604,0.373409,0.0,0.0,0.0,0.0,34.423052
Hybrid,comm_limited,30,30000,,,,1,0.0,0.302207,2797.0,70.557895,,original,5.0,0.05,6,,779,650,,0.723437,0.0,0.885385,450,0.998105,36.049168,,0.015185,0.358272,0.0,0.0,0.0,0.0,36.607082
Hybrid,comm_limited,28,28000,,,,1,0.0,0.39392,3678.0,61.284211,,original,5.0,0.05,6,,1232,836,,0.710208,0.0,0.863087,525,0.995368,33.972921,,0.020197,0.364276,0.002842,0.0,0.0,0.0,41.022753
Hybrid,comm_limited,31,31000,,,,1,0.0,0.295753,2735.0,71.210526,,original,5.0,0.05,6,,754,626,,0.751667,0.0,0.853584,500,0.989684,37.414115,,0.019774,0.364578,0.002421,0.0,0.0,0.0,35.760202
Hybrid,comm_limited,32,32000,,,,1,0.0,0.353217,3287.0,65.4,,original,5.0,0.05,6,,1011,779,,0.758021,0.0,0.846781,550,0.997474,35.408128,,0.019833,0.368695,0.000842,0.0,0.0,0.0,35.535648
Hybrid,comm_limited,33,33000,,,,1,0.0,0.358422,3337.0,64.873684,,original,5.0,0.05,6,,1116,834,,0.751354,0.0,0.88263,375,0.997474,37.163602,,0.016102,0.367021,0.0,0.0,0.0,0.0,38.152178
Hybrid,comm_limited,34,34000,,,,1,0.0,0.300541,2781.0,70.726316,,original,5.0,0.05,6,,1095,753,,0.753437,0.0,0.861766,650,0.996211,37.437852,,0.015979,0.35428,0.000842,0.0,0.0,0.0,38.720042
Hybrid,comm_limited,35,35000,,,,1,0.0,0.404643,2232.093669,60.2,,original,5.0,0.05,6,,836,716,,0.738437,0.0,0.85591,600,0.983368,33.308516,,0.022789,0.353912,0.006105,0.0,0.0,0.0,34.429111
Hybrid,comm_limited,36,36000,,,,1,0.0,0.292213,2701.0,71.568421,,original,5.0,0.05,6,,1345,908,,0.721875,0.0,0.867453,400,0.975053,36.953911,,0.017964,0.341892,0.018316,0.0,0.0,0.0,38.729465
Hybrid,comm_limited,38,38000,,,,1,0.0,0.39111,3118.262045,61.568421,,original,5.0,0.05,6,,428,421,,0.714896,0.0,0.904534,350,0.986211,34.389878,,0.01878,0.353791,0.007158,0.0,0.0,0.0,32.252369
Hybrid,comm_limited,37,37000,,,,1,0.0,0.356548,3319.0,65.063158,,original,5.0,0.05,6,,866,740,,0.765104,0.0,0.9045,300,0.998105,37.712339,,0.015905,0.373736,0.0,0.0,0.0,0.0,34.778747
Hybrid,comm_limited,39,39000,,,,1,0.0,0.3604,3356.0,64.673684,,original,5.0,0.05,6,,1179,925,,0.741563,0.0,0.902445,375,0.989158,34.543855,,0.019077,0.34523,0.003368,0.0,0.0,0.0,31.519838
